,item_id,ingredient
37621, 67510p12,Folic Acid [Vit B9]
38865, 67510p12,Biotin [Vit B7]
15851, 67510p12,Soy Protein Isolate
36377, 67510p12,Riboflavin [Vit B2]
12119, 67510p12,Egg Whites
10253, 67510p12,Marshmallow (Maltitol
23937, 67510p12,Blueberry Flavored Nuggets (Sugar
39487, 67510p12,Sodium Selenite
6521, 67510p12,Lactic Acid Powder [Modified Corn Starch
7143, 67510p12,Lactic Acid]
23315, 67510p12,Citric Acid)
33889, 67510p12,Calcium Pantothenate [Vit B5]
27047, 67510p12,Fruit Juice Extract [For Color]
1545, 67510p12,Salt)
30779, 67510p12,Ascorbic Acid [Vit C]
4655, 67510p12,Calcium Caseinate
40109, 67510p12,Sodium Molybdate
38243, 67510p12,Chromium Chloride
32645, 67510p12,Niacinamide [Vit B3]
5527,00240e,Zinc Gluconate
2417,00240e,Salt
4905,00240e,Acesulfame Potassium
3039,00240e,Natural & Artificial Flavor
3661,00240e,Sodium Citrate
1795,00240e,Potassium Citrate
1173,00240e,Dextrose Less than 2% of: Citric Acid
4283,00240e,Sucralose
6149,00240e,Red 40
6771,00240e,Blue 1
551,00240e,Water
3660,00336e,Zinc Gluconate
1172,00336e,Dextrose Less than 2% of: Potassium Citrate
3038,00336e,Citric Acid
1794,00336e,Salt
2416,00336e,Sodium Citrate
550,00336e,Water
6146,00365e,Yellow 6
2414,00365e,Potassium Citrate
4902,00365e,Acesulfame Potassium
5524,00365e,Zinc Gluconate
3658,00365e,Sodium Citrate
3036,00365e,Salt
4280,00365e,Sucralose
548,00365e,Water
1792,00365e,Natural & Artificial Flavor
1170,00365e,Dextrose Less than 2% of: Citric Acid
10410,00750e,Niacinamide
18496,00750e,Potassium Iodide
9166,00750e,dl-Alpha-Tocopheryl Acetate
6056,00750e,Calcium Phosphate
5434,00750e,Magnesium Chloride
14764,00750e,Riboflavin
4190,00750e,Artificial Flavor
9788,00750e,Zinc Sulfate
1080,00750e,Corn Maltodextrin
1702,00750e,Sugar
7300,00750e,Soy Lecithin
458,00750e,Corn Syrup
17874,00750e,Sodium Molybdate
20362,00750e,Vitamin D3
15386,00750e,Vitamin A Palmitate
16630,00750e,Biotin
2946,00750e,Sodium & Calcium Caseinates
3568,00750e,Soy Protein Isolate
11654,00750e,Calcium Pantothenate
11032,00750e,Ferrous Sulfate
17252,00750e,Chromium Chloride
12898,00750e,Cupric Sulfate
14142,00750e,Pyridoxine Hydrochloride
20984,00750e,Cyanocobalamin
19118,00750e,Sodium Selenate
19740,00750e,Phylloquinone
13520,00750e,Thiamine Chloride Hydrochloride
12276,00750e,Manganese Sulfate
2324,00750e,Corn Oil
6678,00750e,Sodium Citrate Less than 05% of: Potassium Chloride
4812,00750e,Potassium Citrate
16008,00750e,Folic Acid
8544,00750e,Choline Chloride
7922,00750e,Ascorbic Acid
19646,00850e,Potassium Iodide
5962,00850e,Magnesium Chloride
23378,00850e,Potassium Hydroxide
1608,00850e,Whey Protein Concentrate
12804,00850e,Niacinamide
12182,00850e,L-Carnitine
4718,00850e,Calcium Carbonate
986,00850e,High Oleic Safflower Oil
2852,00850e,Coconut Oil
7828,00850e,Salt
9072,00850e,Taurine
19024,00850e,Manganese Sulfate
3474,00850e,Sodium Caseinate Less than 2% of: Potassium Citrate
7206,00850e,m-Inositol
15914,00850e,Thiamine Chloride Hydrochloride
6584,00850e,Potassium Chloride
10316,00850e,Ferrous Sulfate
14048,00850e,Calcium Pantothenate
14670,00850e,Cupric Sulfate
5340,00850e,Ascorbic Acid
22134,00850e,Vitamin D3
17158,00850e,Pyridoxine Hydrochloride
2230,00850e,Soy Oil
9694,00850e,Ascorbyl Palmitate
20890,00850e,Biotin
10938,00850e,Zinc Sulfate
364,00850e,Lactose
22756,00850e,Cyanocobalamin
4096,00850e,Calcium Phosphate
8450,00850e,Choline Chloride
16536,00850e,Riboflavin
18402,00850e,Folic Acid
17780,00850e,Beta-Carotene
21512,00850e,Sodium Selenate
11560,00850e,Mixed Tocopherols
13426,00850e,d-Alpha-Tocopheryl Acetate
15292,00850e,Vitamin A Palmitate
20268,00850e,Phylloquinone
21218,5081776,Riboflavin
26504,5081776,Vitamin D3
14998,5081776,m-Inositol
20906,5081776,Thiamine Chloride Hydrochloride
8466,5081776,Potassium Citrate
17486,5081776,Niacinamide
4112,5081776,Galactooligosaccharides Less than 2% of: C Cohnii Oil
24950,5081776,Biotin
70,5081776,Corn Syrup
12510,5081776,Ascorbyl Palmitate
5978,5081776,Lutein
11576,5081776,Calcium Carbonate
17174,5081776,Mixed Tocopherols
3180,5081776,Coconut Oil
10644,5081776,Choline Chloride
2246,5081776,Sugar
27126,5081776,Cyanocobalamin
692,5081776,Milk Protein Isolate
7222,5081776,Calcium Phosphate
25882,5081776,Sodium Selenate
23084,5081776,Manganese Sulfate
14686,5081776,Taurine
24638,5081776,Phylloquinone
19040,5081776,Calcium Pantothenate
9088,5081776,Sodium Citrate
27748,5081776,Potassium Hydroxide
11888,5081776,Magnesium Chloride
22150,5081776,Pyridoxine Hydrochloride
5046,5081776,Beta-Carotene
1314,5081776,High Oleic Safflower Oil
14064,5081776,Choline Bitartrate
30236,5081776,Disodium Uridine 5’-Monophosphate)
10332,5081776,Ascorbic Acid
2868,5081776,Soy Oil
19974,5081776,Cupric Sulfate
22462,5081776,Folic Acid
6600,5081776,Lycopene
19662,5081776,Vitamin A Palmitate
15930,5081776,Zinc Sulfate
4734,5081776,M Alpina Oil
24016,5081776,Potassium Iodide
7844,5081776,Potassium Chloride
28992,5081776,Cytidine 5’-Monophosphate
13442,5081776,Ferrous Sulfate
16242,5081776,L-Carnitine
29614,5081776,Disodium Guanosine 5’-Monophosphate
18418,5081776,d-Alpha-Tocopheryl Acetate
28370,5081776,Nucleotides (Adenosine 5’-Monophosphate
9400,5081776,Magnesium Phosphate
16528,5081776e,L-Carnitine
6576,5081776e,Lycopene
25858,5081776e,Sodium Selenate
25236,5081776e,Biotin
1600,5081776e,High Oleic Safflower Oil
3466,5081776e,Coconut Oil
9064,5081776e,Sodium Citrate
5954,5081776e,Lutein
978,5081776e,Milk Protein Isolate
22126,5081776e,Pyridoxine Hydrochloride
17150,5081776e,Mixed Tocopherols
15284,5081776e,m-Inositol
356,5081776e,Corn Syrup
28968,5081776e,Cytidine 5’-Monophosphate
12174,5081776e,Magnesium Chloride
21504,5081776e,Riboflavin
2222,5081776e,Sugar
10308,5081776e,Ascorbic Acid
22748,5081776e,Folic Acid
15906,5081776e,Zinc Sulfate
19638,5081776e,Vitamin A Palmitate
7820,5081776e,Potassium Chloride
20260,5081776e,Cupric Sulfate
4088,5081776e,Galactooligosaccharides Less than 2% of: C Cohnii Oil
18394,5081776e,d-Alpha-Tocopheryl Acetate
29590,5081776e,Disodium Guanosine 5’-Monophosphate
30212,5081776e,Disodium Uridine 5’-Monophosphate)
27724,5081776e,Potassium Hydroxide
17772,5081776e,Niacinamide
5332,5081776e,Beta-Carotene
26480,5081776e,Vitamin D3
2844,5081776e,Soy Oil
28346,5081776e,Nucleotides (Adenosine 5’-Monophosphate
23370,5081776e,Manganese Sulfate
4710,5081776e,M Alpina Oil
23992,5081776e,Potassium Iodide
12796,5081776e,Ascorbyl Palmitate
27102,5081776e,Cyanocobalamin
13418,5081776e,Ferrous Sulfate
19016,5081776e,Calcium Pantothenate
11552,5081776e,Calcium Carbonate
10930,5081776e,Choline Chloride
24614,5081776e,Phylloquinone
20882,5081776e,Thiamine Chloride Hydrochloride
7198,5081776e,Calcium Phosphate
14040,5081776e,Choline Bitartrate
9686,5081776e,Magnesium Phosphate
14662,5081776e,Taurine
8442,5081776e,Potassium Citrate
13432,5081978,m-Inositol
3790,5081978,M Alpina Oil
25250,5081978,Potassium Chloride
370,5081978,Corn Syrup Solids (39%)
23384,5081978,Sodium Selenate
19030,5081978,Vitamin A Palmitate
14054,5081978,Zinc Sulfate
10010,5081978,Ascorbic Acid
16852,5081978,Calcium Pantothenate
5034,5081978,Lutein
18096,5081978,Thiamine Chloride Hydrochloride
1302,5081978,High Oleic Safflower Oil (11%)
20584,5081978,Folic Acid
24628,5081978,Cyanocobalamin
8766,5081978,Magnesium Chloride
21828,5081978,Phylloquinone
9700,5081978,L-Methionine
20274,5081978,Pyridoxine Hydrochloride
1924,5081978,Sugar (10%)
4412,5081978,Beta-Carotene
15608,5081978,Niacinamide
16542,5081978,d-Alpha-Tocopheryl Acetate
2546,5081978,Soy Oil (8%)
10944,5081978,Choline Chloride
6278,5081978,Fructooligosaccharides
11876,5081978,Ferrous Sulfate
14364,5081978,L-Carnitine
7522,5081978,Potassium Citrate
6900,5081978,Calcium Phosphate
25560,5081978,Potassium Hydroxide
8144,5081978,Salt
22762,5081978,Biotin
12810,5081978,Ascorbyl Palmitate
5656,5081978,Lycopene
24006,5081978,Vitamin D3
11254,5081978,Taurine
19340,5081978,Riboflavin
17786,5081978,Cupric Sulfate
3168,5081978,Coconut Oil (8%) Less than 2% of: C Cohnii Oil
992,5081978,Soy Protein Isolate (14%)
21206,5081978,Potassium Iodide
14986,5081978,Mixed Tocopherols
1603,5081978e,High Oleic Safflower Oil (11%)
3469,5081978e,Coconut Oil (8%) Less than 2% of: C Cohnii Oil
22129,5081978e,Phylloquinone
14043,5081978e,Zinc Sulfate
19641,5081978e,Riboflavin
12177,5081978e,Ferrous Sulfate
2847,5081978e,Soy Oil (8%)
19019,5081978e,Vitamin A Palmitate
9689,5081978e,L-Methionine
7823,5081978e,Potassium Citrate
4713,5081978e,Beta-Carotene
9067,5081978e,Magnesium Chloride
6579,5081978e,Fructooligosaccharides
23995,5081978e,Vitamin D3
10311,5081978e,Ascorbic Acid
15909,5081978e,Niacinamide
13421,5081978e,m-Inositol
25861,5081978e,Potassium Hydroxide
20885,5081978e,Folic Acid
23373,5081978e,Sodium Selenate
25239,5081978e,Potassium Chloride
24617,5081978e,Cyanocobalamin
17775,5081978e,Cupric Sulfate
18397,5081978e,Thiamine Chloride Hydrochloride
5957,5081978e,Lycopene
17153,5081978e,Calcium Pantothenate
5335,5081978e,Lutein
14665,5081978e,L-Carnitine
4091,5081978e,M Alpina Oil
12799,5081978e,Ascorbyl Palmitate
11555,5081978e,Taurine
21507,5081978e,Potassium Iodide
8445,5081978e,Salt
359,5081978e,Corn Syrup Solids (39%)
7201,5081978e,Calcium Phosphate
2225,5081978e,Sugar (10%)
10933,5081978e,Choline Chloride
981,5081978e,Soy Protein Isolate (14%)
16531,5081978e,d-Alpha-Tocopheryl Acetate
22751,5081978e,Biotin
20263,5081978e,Pyridoxine Hydrochloride
15287,5081978e,Mixed Tocopherols
19693,5082178,Riboflavin
411,5082178,Organic Nonfat Milk
20937,5082178,Folic Acid
27465,5082178,Disodium Uridine 5’-Monophosphate
7875,5082178,Calcium Carbonate
4143,5082178,M Alpina Oil
13473,5082178,Magnesium Chloride
12851,5082178,m-Inositol
21867,5082178,Phylloquinone
5695,5082178,Lycopene
1033,5082178,Organic Maltodextrin
13781,5082178,Zinc Sulfate
7253,5082178,Potassium Citrate
17205,5082178,L-Carnitine
28401,5082178,Adenosine 5’-Monophosphate)
15025,5082178,d-Alpha-Tocopheryl Acetate
4765,5082178,Beta-Carotene
17513,5082178,Vitamin A Palmitate
15961,5082178,Niacinamide
21245,5082178,Manganese Sulfate
14717,5082178,Mixed Tocopherols
8183,5082178,Ascorbic Acid
1341,5082178,Organic Sugar
6317,5082178,Fructooligosaccharides
18757,5082178,Thiamine Chloride Hydrochloride
20315,5082178,Pyridoxine Hydrochloride
16583,5082178,Calcium Pantothenate
18449,5082178,Cupric Sulfate
5387,5082178,Lutein
3521,5082178,Organic Coconut Oil Less than 2% of: C Cohnii Oil
8805,5082178,Ascorbyl Palmitate
12229,5082178,Taurine
27157,5082178,Disodium Guanosine 5’-Monophosphate
24047,5082178,Vitamin D3
2899,5082178,Organic Soy Oil
24977,5082178,Potassium Iodide
2277,5082178,Organic High Oleic Sunflower Oil
23111,5082178,Sodium Selenate
26221,5082178,Nucleotides (Cytidine 5’-Monophosphate
10671,5082178,Choline Chloride
22489,5082178,Biotin
24669,5082178,Cyanocobalamin
25913,5082178,Potassium Hydroxide
11607,5082178,Choline Bitartrate
10363,5082178,Salt
9427,5082178,Ferrous Sulfate
25245,5082178e,Potassium Iodide
17159,5082178e,L-Carnitine
18403,5082178e,Cupric Sulfate
987,5082178e,Organic Maltodextrin
23379,5082178e,Sodium Selenate
15915,5082178e,Niacinamide
9073,5082178e,Ascorbyl Palmitate
5963,5082178e,Lycopene
4097,5082178e,M Alpina Oil
9695,5082178e,Ferrous Sulfate
20269,5082178e,Pyridoxine Hydrochloride
5341,5082178e,Lutein
20891,5082178e,Folic Acid
22135,5082178e,Phylloquinone
24001,5082178e,Vitamin D3
6585,5082178e,Fructooligosaccharides
11561,5082178e,Choline Bitartrate
17781,5082178e,Vitamin A Palmitate
15293,5082178e,d-Alpha-Tocopheryl Acetate
25867,5082178e,Potassium Hydroxide
16537,5082178e,Calcium Pantothenate
19025,5082178e,Thiamine Chloride Hydrochloride
8451,5082178e,Ascorbic Acid
10939,5082178e,Choline Chloride
12183,5082178e,Taurine
7829,5082178e,Calcium Carbonate
14049,5082178e,Zinc Sulfate
3475,5082178e,Organic Coconut Oil Less than 2% of: C Cohnii Oil
4719,5082178e,Beta-Carotene
7207,5082178e,Potassium Citrate
28355,5082178e,Adenosine 5’-Monophosphate)
10317,5082178e,Salt
1609,5082178e,Organic Sugar
13427,5082178e,Magnesium Chloride
365,5082178e,Organic Nonfat Milk
2853,5082178e,Organic Soy Oil
2231,5082178e,Organic High Oleic Sunflower Oil
14671,5082178e,Mixed Tocopherols
21513,5082178e,Manganese Sulfate
24623,5082178e,Cyanocobalamin
26489,5082178e,Nucleotides (Cytidine 5’-Monophosphate
27111,5082178e,Disodium Guanosine 5’-Monophosphate
27733,5082178e,Disodium Uridine 5’-Monophosphate
22757,5082178e,Biotin
19647,5082178e,Riboflavin
12805,5082178e,m-Inositol
1947,5095976,High Oleic Safflower Oil
25583,5095976,Biotin
5679,5095976,Beta-Carotene
19363,5095976,d-Alpha-Tocopheryl Acetate
26205,5095976,Sodium Selenate
18431,5095976,L-Carnitine
4747,5095976,Galactooligosaccharides Less than 2% of: C Cohnii Oil
19053,5095976,Niacinamide
27761,5095976,Cyanocobalamin
24651,5095976,Potassium Iodide
6923,5095976,Lycopene
21541,5095976,Cupric Sulfate
13765,5095976,Salt
14699,5095976,Ferrous Sulfate
393,5095976,Corn Syrup
7545,5095976,Calcium Phosphate
20607,5095976,Vitamin A Palmitate
30559,5095976,Disodium Uridine 5’-Monophosphate)
9101,5095976,Potassium Chloride
16565,5095976,m-Inositol
29005,5095976,Nucleotides (Adenosine 5’-Monophosphate
28383,5095976,Potassium Hydroxide
16875,5095976,Mixed Tocopherols
26827,5095976,Vitamin D3
29937,5095976,Disodium Guanosine 5’-Monophosphate
12833,5095976,L-Cystine Dihydrochloride
21851,5095976,Thiamine Chloride Hydrochloride
29315,5095976,Cytidine 5’-Monophosphate
17809,5095976,Zinc Sulfate
23095,5095976,Pyridoxine Hydrochloride
8479,5095976,Potassium Citrate
4125,5095976,Coconut Oil
22785,5095976,Riboflavin
5369,5095976,M Alpina Oil
6301,5095976,Lutein
3191,5095976,Soy Oil
1637,5095976,Milk Protein Isolate
11589,5095976,Ascorbic Acid
703,5095976,Modified Rice Starch
10655,5095976,Magnesium Chloride
2881,5095976,Sugar
24961,5095976,Phylloquinone
11899,5095976,Choline Chloride
20297,5095976,Calcium Pantothenate
10345,5095976,Calcium Carbonate
9411,5095976,Potassium Phosphate
15009,5095976,Choline Bitartrate
13455,5095976,Ascorbyl Palmitate
15631,5095976,Taurine
23717,5095976,Folic Acid
971,51002,Dextrose Anhydrous
39,51002,Water
1035,51004,Dextrose Anhydrous
413,51004,Water
5507,51752,Zinc Gluconate
1459,51752,Potassium Citrate
2703,51752,Sodium Citrate
2397,51752,Salt
3947,51752,Sucralose
837,51752,Dextrose Less than 2% of: Citric Acid
5813,51752,Red 40
531,51752,Water
4569,51752,Acesulfame Potassium
3325,51752,Artificial Flavor
1791,51752e,Potassium Citrate
4901,51752e,Acesulfame Potassium
547,51752e,Water
6145,51752e,Red 40
1169,51752e,Dextrose Less than 2% of: Citric Acid
3035,51752e,Sodium Citrate
5523,51752e,Zinc Gluconate
2413,51752e,Salt
3657,51752e,Artificial Flavor
4279,51752e,Sucralose
19069,53359,Vitamin A Palmitate
30265,53359,Disodium Uridine 5’-Monophosphate)
25911,53359,Cyanocobalamin
13780,53359,Taurine
25289,53359,Vitamin D3
10983,53359,Ferrous Sulfate
21244,53359,Pyridoxine Hydrochloride
23732,53359,Biotin
11605,53359,Choline Bitartrate
22801,53359,Manganese Sulfate
10361,53359,Magnesium Chloride
6938,53359,Potassium Citrate
1340,53359,Whey Protein Concentrate
6629,53359,Lycopene
15959,53359,Mixed Tocopherols
11914,53359,Choline Chloride
718,53359,Lactose
96,53359,Nonfat Milk
28399,53359,Nucleotides (Adenosine 5’-Monophosphate
24667,53359,Sodium Selenate
27777,53359,Potassium Hydroxide
3828,53359,Galactooligosaccharides Less than 2% of: C Cohnii Oil
17825,53359,Calcium Pantothenate
18134,53359,L-Carnitine
26842,53359,Potassium Phosphate
2897,53359,Soy Oil
12536,53359,Ascorbyl Palmitate
20000,53359,Thiamine Chloride Hydrochloride
26220,53359,Calcium Phosphate
3206,53359,Coconut Oil
28708,53359,Cytidine 5’-Monophosphate
16581,53359,d-Alpha-Tocopheryl Acetate
8182,53359,Ascorbic Acid
19378,53359,Cupric Sulfate
7873,53359,Calcium Carbonate
1962,53359,High Oleic Safflower Oil
14715,53359,m-Inositol
9117,53359,Soy Lecithin
9739,53359,Potassium Chloride
23423,53359,Phylloquinone
22179,53359,Folic Acid
20622,53359,Riboflavin
5694,53359,Lutein
15024,53359,Zinc Sulfate
29643,53359,Disodium Guanosine 5’-Monophosphate
17203,53359,Niacinamide
13158,53359,Salt
5072,53359,Beta-Carotene
4450,53359,M Alpina Oil
12759,53359e,Ascorbyl Palmitate
25199,53359e,Vitamin D3
2807,53359e,Soy Oil
23955,53359e,Biotin
23333,53359e,Phylloquinone
2185,53359e,High Oleic Safflower Oil
18979,53359e,Vitamin A Palmitate
941,53359e,Lactose
15247,53359e,Zinc Sulfate
26443,53359e,Calcium Phosphate
5295,53359e,Beta-Carotene
20223,53359e,Thiamine Chloride Hydrochloride
4051,53359e,Galactooligosaccharides Less than 2% of: C Cohnii Oil
10271,53359e,Magnesium Chloride
29553,53359e,Disodium Guanosine 5’-Monophosphate
8405,53359e,Ascorbic Acid
19601,53359e,Cupric Sulfate
4673,53359e,M Alpina Oil
24577,53359e,Sodium Selenate
28931,53359e,Cytidine 5’-Monophosphate
9649,53359e,Potassium Chloride
30175,53359e,Disodium Uridine 5’-Monophosphate)
14625,53359e,m-Inositol
20845,53359e,Riboflavin
7783,53359e,Calcium Carbonate
16491,53359e,d-Alpha-Tocopheryl Acetate
21467,53359e,Pyridoxine Hydrochloride
14003,53359e,Taurine
11515,53359e,Choline Bitartrate
7161,53359e,Potassium Citrate
5917,53359e,Lutein
10893,53359e,Ferrous Sulfate
18357,53359e,L-Carnitine
13381,53359e,Salt
27687,53359e,Potassium Hydroxide
27065,53359e,Potassium Phosphate
22089,53359e,Folic Acid
9027,53359e,Soy Lecithin
1563,53359e,Whey Protein Concentrate
6539,53359e,Lycopene
17113,53359e,Niacinamide
319,53359e,Nonfat Milk
3429,53359e,Coconut Oil
12137,53359e,Choline Chloride
25821,53359e,Cyanocobalamin
15869,53359e,Mixed Tocopherols
17735,53359e,Calcium Pantothenate
22711,53359e,Manganese Sulfate
28309,53359e,Nucleotides (Adenosine 5’-Monophosphate
27468,53363,Salt
1658,53363,Lactose
24980,53363,Biotin
20626,53363,Vitamin A Palmitate
17830,53363,Niacinamide
6320,53363,Lutein
7878,53363,Ascorbic Acid
29334,53363,Cytidine 5’-Monophosphate
18138,53363,d-Alpha-Tocopheryl Acetate
12232,53363,Magnesium Chloride
13162,53363,Choline Bitartrate
27160,53363,Cyanocobalamin
24050,53363,Manganese Sulfate
5698,53363,Beta-Carotene
17208,53363,Zinc Sulfate
23428,53363,Folic Acid
13784,53363,Choline Chloride
7256,53363,Lycopene
28090,53363,Potassium Hydroxide
19696,53363,L-Carnitine
30578,53363,Disodium Uridine 5’-Monophosphate)
21248,53363,Cupric Sulfate
25916,53363,Sodium Selenate
29026,53363,Nucleotides (Adenosine 5’-Monophosphate
10052,53363,Monoglycerides
8500,53363,Calcium Carbonate
24358,53363,Phylloquinone
4768,53363,Whey Protein Concentrate Less than 05% of: C Cohnii Oil
8808,53363,Potassium Citrate
1036,53363,Nonfat Milk
5390,53363,M Alpina Oil
21870,53363,Thiamine Chloride Hydrochloride
15028,53363,Calcium Phosphate
12854,53363,Ferrous Sulfate
26224,53363,Vitamin D3
4146,53363,Galactooligosaccharides
16272,53363,m-Inositol
10674,53363,Potassium Chloride
9744,53363,Soy Lecithin
29956,53363,Disodium Guanosine 5’-Monophosphate
11610,53363,Carrageenan
100,53363,Water
20318,53363,Riboflavin
3524,53363,Coconut Oil
22806,53363,Pyridoxine Hydrochloride
18760,53363,Calcium Pantothenate
15964,53363,Potassium Phosphate
2902,53363,Soy Oil
2280,53363,High Oleic Safflower Oil
14720,53363,Taurine
2554,5367678,Sugar
7841,5367678,Calcium Phosphate
24324,5367678,Manganese Sulfate
4109,5367678,Coconut Oil
9085,5367678,Carrageenan
1310,5367678,Milk Protein Isolate
10018,5367678,Ascorbic Acid
19659,5367678,d-Alpha-Tocopheryl Acetate
29300,5367678,Nucleotides (Adenosine 5’-Monophosphate
999,5367678,Maltodextrin
18726,5367678,Niacinamide
28056,5367678,Cyanocobalamin
24013,5367678,Folic Acid
2243,5367678,High Oleic Safflower Oil
6597,5367678,Lutein
8463,5367678,Potassium Citrate
11573,5367678,Soy Lecithin
17793,5367678,Zinc Sulfate
29922,5367678,Cytidine 5’-Monophosphate
9707,5367678,Potassium Chloride
21836,5367678,Cupric Sulfate
12817,5367678,Calcium Carbonate
30855,5367678,Disodium Guanosine 5’-Monophosphate
24946,5367678,Potassium Iodide
19970,5367678,Calcium Pantothenate
13439,5367678,Magnesium Phosphate
6908,5367678,Lycopene
23080,5367678,Pyridoxine Hydrochloride
22458,5367678,Thiamine Chloride Hydrochloride
15305,5367678,Ferrous Sulfate
4420,5367678,Galactooligosaccharides Less than 05% of: C Cohnii Oil
20903,5367678,Riboflavin
14372,5367678,Sodium Citrate
5042,5367678,M Alpina Oil
31166,5367678,Disodium Uridine 5’-Monophosphate)
3487,5367678,Soy Oil
15616,5367678,Choline Bitartrate
26190,5367678,Biotin
14061,5367678,Choline Chloride
18415,5367678,L-Carnitine
25879,5367678,Phylloquinone
10640,5367678,Monoglycerides
5664,5367678,Beta-Carotene
66,5367678,Water
11884,5367678,Magnesium Chloride
28678,5367678,Potassium Hydroxide
27434,5367678,Vitamin D3
26812,5367678,Sodium Selenate
16238,5367678,Taurine
21214,5367678,Vitamin A Palmitate
16860,5367678,m-Inositol
13766,5372976,Ascorbyl Palmitate
1948,5372976,High Oleic Safflower Oil
28072,5372976,Potassium Hydroxide
12214,5372976,Choline Chloride
9726,5372976,Potassium Phosphate
19364,5372976,d-Alpha-Tocopheryl Acetate
29630,5372976,Cytidine 5’-Monophosphate
24032,5372976,Folic Acid
18120,5372976,Mixed Tocopherols
24654,5372976,Potassium Iodide
26828,5372976,Vitamin D3
7860,5372976,Calcium Phosphate
10348,5372976,Calcium Carbonate
82,5372976,Corn Syrup
17498,5372976,L-Carnitine
13144,5372976,Salt
10970,5372976,Magnesium Chloride
